Feature ID	Taxon	Confidence
f4a71112441afbfe3e59e754aa48dbfd	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Marinilabiliaceae; g__JC017; s__JC017 sp004296775	0.999999999490413
b0e6dc1f39ea078db9ed9c6620b63b0b	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__DSM-16016; f__Caldibacillaceae; g__Bacillus_J; s__Bacillus_J thermoamylovorans	0.7804746153522003
c9054740b67f3ac147c3db0e3cc24fee	d__Bacteria; p__Deinococcota; c__Deinococci; o__Deinococcales; f__Thermaceae_405955; g__Thermus_A	0.9999999999998229
3e541e37542685b9d103840062ddce68	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__DSM-16016; f__Caldibacillaceae; g__Bacillus_J; s__Bacillus_J thermoamylovorans	0.8436090314875517
894a42e2fd70a58f94c1fbccd06aa838	d__Bacteria; p__Firmicutes_A; c__Thermoanaerobacteria; o__Thermoanaerobacterales_43504; f__Thermoanaerobacteraceae_43502; g__Thermoanaerobacterium; s__	0.9236917669798067
6f0c0662c04c2ea5dbf790c35af659ca	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__DSM-16016; f__Caldibacillaceae; g__Bacillus_J; s__Bacillus_J thermoamylovorans	0.7908080996926674
eb30d9ef7107c3496d5371ca499058c3	d__Bacteria; p__Deinococcota; c__Deinococci; o__Deinococcales; f__Thermaceae_405955; g__Meiothermus_B_405754; s__Meiothermus_B_405754 silvanus	0.9977418252800456
93c548f8ac023c3272f33ec327e7246a	d__Bacteria; p__Deinococcota; c__Deinococci; o__Deinococcales; f__Thermaceae_405955; g__Thermus_A	0.9999999999998295
5bb28b8d53627029122adc5b5b011457	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__DSM-16016; f__Caldibacillaceae; g__Bacillus_J; s__Bacillus_J thermoamylovorans	0.8448395510800327
a9ec74a35f4afbaf3e86ba4143bc8cd7	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__Lactobacillales; f__Enterococcaceae; g__Tetragenococcus; s__Tetragenococcus halophilus	0.9666179156043577
aab86665d1eef57c72e8abfa64ddecde	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Marinilabiliaceae; g__JC017; s__JC017 sp004296775	0.9999999996561115
a17b30962a7a3e842059556f60ac71ff	d__Bacteria; p__Deinococcota; c__Deinococci; o__Deinococcales; f__Deinococcaceae; g__Deinococcus_B; s__Deinococcus_B geothermalis	0.9999994520380477
6442b794f60871c60a21f8f3e108e24b	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Acetobacterales; f__Acetobacteraceae; g__Komagataeibacter; s__Komagataeibacter saccharivorans	0.992214617341701
5ff0770bf3d931666d9298816ce04ff3	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__Bacillales_B_306089; f__Aeribacillaceae; g__Aeribacillus; s__Aeribacillus composti	0.9996654431739453
dbb2f5f44e33eb6dead495dc794d8c07	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__DSM-16016; f__Caldibacillaceae; g__Bacillus_J	0.7667881019699702
a3bdeace95717f043abe3c20cd4ec625	d__Bacteria; p__Deinococcota; c__Deinococci; o__Deinococcales; f__Thermaceae_405955; g__Meiothermus_B_405754; s__Meiothermus_B_405754 silvanus	0.9977418252800456
d203822aac47e90230c23e7c33a7c6ea	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__Bacillales_B_306089; f__Anoxybacillaceae	0.9903951594606156
12da501058b33d084018dfc35b4ce48f	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__Bacillales_B_306089; f__Anoxybacillaceae	0.9291339862298406
0c21459178116ad29a49af2c9a5342c6	d__Bacteria; p__Deinococcota; c__Deinococci; o__Deinococcales; f__Deinococcaceae; g__Deinococcus_B; s__Deinococcus_B geothermalis	0.9999994422106503
03069ad98df6e3525d4f7ecd691abc4f	d__Bacteria; p__Firmicutes_A; c__Thermoanaerobacteria; o__Thermoanaerobacterales_43504; f__Thermoanaerobacteraceae_43502; g__Thermoanaerobacterium; s__	0.9266630644628877
f5eeff4008c828e0d0e8da49852312fb	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__Bacillales_B_306089; f__Anoxybacillaceae; g__Geobacillus; s__Geobacillus stearothermophilus	0.8499357939596014
a5ff872674e5fe605d5c68899a93b371	d__Bacteria	0.9966582588607519
a34bae262ecf0ae20706d82d645fb1ec	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales_A_737866; f__Enterobacteriaceae_A	0.9999947795157135
accd35f9f51944996c46641c34353c93	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__Bacillales_B_306089; f__Anoxybacillaceae	0.9091632530564238
526af2c77655026d008338020ad0fb00	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__Bacillales_B_306089; f__Aeribacillaceae; g__Aeribacillus; s__Aeribacillus composti	0.9997655725647465
63d1d2c7a45de87008b44e84fa24800d	d__Bacteria	0.9999999770164999
44e14701beca8fa7bb5c7276aad0f473	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__Bacillales_B_306089; f__Anoxybacillaceae	0.9314404604412684
7754a2a31b98d453a84a7399749aa76a	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Acetobacterales; f__Acetobacteraceae; g__Komagataeibacter	0.992151427099905
175686b89096abcb39a11c08c3c04e88	d__Bacteria; p__Deinococcota; c__Deinococci; o__Deinococcales; f__Thermaceae_405955; g__Meiothermus_B_405753; s__	0.7464282632824762
64890a253c8080b2c374c9152b657115	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__Bacillales_B_306089; f__Anoxybacillaceae	0.9119428682776641
80756a812e9521b1485809a0ef2a6293	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__Bacillales_B_306089; f__Anoxybacillaceae; g__Geobacillus; s__Geobacillus stearothermophilus	0.8462447660936173
203a944d76612be418ccafa5276b782b	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__Bacillales_B_306089; f__Anoxybacillaceae	0.9909443530698269
d3e79847cee60b53a1792c464ed3862a	d__Bacteria	0.9967130461129915
8e4152b89001647d6db08f2ed4212bec	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__Bacillales_B_302584; f__Bacillaceae_C; g__Weizmannia; s__Weizmannia coagulans	0.8794074073402803
2eff323da6b7c9d2142ade5499062ffb	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__DSM-16016; f__Caldibacillaceae; g__Bacillus_J	0.7792624376849553
4590d05c7a198971c4396e1ed29be439	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Acetobacterales; f__Acetobacteraceae; g__Komagataeibacter; s__Komagataeibacter saccharivorans	0.9923189172551155
1f4555dd646d719a398fcea03a0af8a4	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales_A_737866; f__Enterobacteriaceae_A	0.9999939471006246
849da13386c508e7738af2b9fb7de981	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__DSM-22653; f__DSM-22653; g__Hydrogenibacillus; s__Hydrogenibacillus schlegelii	0.8547752291688483
5ec508fe0f48881a7081b4969826caad	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Acetobacterales; f__Acetobacteraceae; g__Acetobacter; s__Acetobacter malorum	0.9102773773926232
7963b073c05823088c50a1e505e0bfae	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Limosilactobacillus; s__Limosilactobacillus mucosae	0.9998289191562537
